agent,message,negotiation_id,turn
mturk_agent_1,ok it is sufficient for me then shall we final this,899,3
mturk_agent_2,"sounds good, thanks",899,4
mturk_agent_1,thank you,899,4
mturk_agent_2,Submit-Deal,899,5
mturk_agent_1,Accept-Deal,899,5
mturk_agent_2,"Hello, how are you today? 🙂",9,0
mturk_agent_1,"good, how are you 🙂",9,0
mturk_agent_2,"Great!  I'm on a camping trip with my five children, how about you?",9,1
mturk_agent_1,I'm also going camping with my two children and 2 of my nephews  How would you like to divide the supplies?,9,1
mturk_agent_2,Well what do you need the most of?,9,2
mturk_agent_1,"I need the most firewood due to a congenital issue that results in us having poor blood circulation to our extremities, thus making them susceptible to frostbite in the cold!",9,2
mturk_agent_2,"Oh dear, that sounds serious!  Well I need food the most because my children eat sooo much and I don't think I packed enough.  How about I'll give you all my firewood in exchange for all your food?",9,3
mturk_agent_1,"Would you be down for an arrangement where I get 2 wood, I get 1 food, and 1 water?",9,3
mturk_agent_2,Sure that sounds good!  I hope you have a nice trip!,9,4
mturk_agent_1,you too!,9,4
mturk_agent_2,Submit-Deal,9,5
mturk_agent_1,Accept-Deal,9,5
mturk_agent_2,Hi! how are you doing? I hope you are getting things packed for the camping.,90,0
mturk_agent_1,Hi there! I am doing well. I am getting things ready and so excited! How are you doing?,90,0
mturk_agent_2,I'm great! and almost done with packing. and exited about the camping too. Waiting to explore and learn during the trip.,90,1
mturk_agent_1,That sounds great! What do you prefer with the additional packages for camping?,90,1
mturk_agent_2,"Yes I do! I was to ask you that in this conversation, will you be Okay with any agreement?",90,2
mturk_agent_1,Let's see what we are both thinking and negotiate from there. What are your first thoughts on the additional camping packages?,90,2
mturk_agent_2,"I need all the food packing and some basic needs for the camping, may I know about your first though on which you need additional package?",90,3
mturk_agent_1,"I will need food packaging as well, so unfortunately I cannot agree on you taking it all. I will need 2 of the food packages, 1 of the firewood, and 2 of the water as I want to ensure to feed/hydrate my family of 5.. Does this work for you?",90,3
mturk_agent_2,"I can't agree to this, as I have to feed my family with 7, so I would be needing 3 food packages and 2 water and 2 firewood. will this be agreed by you?",90,4
mturk_agent_1,"No, that will not work. That does not leave me with hardly anything to feed my family of 5 😮. I will not agree to you taking 3 food packages. I can agree to me taking 2 packages of food, 2 of firewood, and 1 of water.",90,4
mturk_agent_2,In that case I can consider this 2 food packages and 2 water for me and the rest for you. will you agree to this?,90,5
mturk_agent_1,"Hey, I think I can agree to that! I will take 1 food package, 1 water, and 3 firewood. I can agree to that! 🙂 I hope you have a wonderful time camping!",90,5
mturk_agent_2,Submit-Deal,90,6
mturk_agent_1,Reject-Deal,90,6
mturk_agent_1,Submit-Deal,90,7
mturk_agent_2,Accept-Deal,90,7
mturk_agent_1,Hello! I'm excited to go camping. How about you>,900,0
mturk_agent_2,"Yeah, I love to camp! :D",900,0
mturk_agent_1,🙂 What supplies do you need most?,900,1
mturk_agent_2,"I need water the most, food the least, how bout you?",900,1
mturk_agent_1,I need food the most and firewood the least.,900,2
mturk_agent_2,I gotcha. We could work out a good deal then ,900,2
mturk_agent_1,Yeah should be easy. My food problem is because my son eats like 5000 calories a day.,900,3
mturk_agent_2,"ooof, growing kids, I know what you are saying!",900,3
mturk_agent_1,"Okay, so let's see. How about food (2 me 1 you), water (2 you 1 me), and firewood (2 me 1 you)?",900,4
mturk_agent_2,"hmmm, Can I have 3 things of water, you can have all the food and I get 2 fire wood, you get 1 fire wood?   So I get 3 water, 2 fire wood, and 0 food?",900,4
mturk_agent_1,Switch the firewood allotment and you got a deal.,900,5
mturk_agent_2,Sounds fine to me! 🙂,900,5
mturk_agent_1,Submit-Deal,900,6
mturk_agent_2,Accept-Deal,900,6
mturk_agent_2,"Hello, can you please get the deal done?",901,0
mturk_agent_1,Sure. I think we can come to a good agreement!,901,0
mturk_agent_2,"YEah, good to hear that from you",901,1
mturk_agent_1,"I think that while firewood is very important, I can make a workaround for my needs",901,1
mturk_agent_2,I am someone that needs enough water to survive as well,901,2
mturk_agent_1,So water is the most important to you?,901,2
mturk_agent_2,"It's very important, considering the firewood and food, I should be able to solve myself out.",901,3
mturk_agent_1,OK. I definitely think we can come to a mutually agreeable deal ,901,3
mturk_agent_2,Yes. I am very happy to be able to deal with you in such understanding way.,901,4
mturk_agent_1,"So, I think its time for us to make a deal!",901,4
mturk_agent_2,"Okay then, so let's finish this.",901,5
mturk_agent_1,Submit-Deal,901,5
mturk_agent_2,Accept-Deal,901,6
mturk_agent_2,hello! 🙂,902,0
mturk_agent_1,hi! are you excited for this trip,902,0
mturk_agent_2,"Oh my, yes I am. We are having an event for the make a wish children foundation and a few of the kids are going camping for there very first time!",902,1
mturk_agent_1,Aww that is so nice! this is my first time bringing my baby with me!,902,1
mturk_agent_2,"That sounds so nice, that would really be a memorable moment, we do not need much extra supplies but maybe some extra firewood would be nice since they have never been able to make smores before",902,2
mturk_agent_1,okay! how about you can have all the firewood if i can get 3 waters and 2 foods?,902,2
mturk_agent_2,"that sounds great , we have a fresh water spring nearby so we do not need much water, and one supply of food should be nice as well, that works for me 3 firewood and 1 food, that leaves you with 3 water and 2 food",902,3
mturk_agent_1,yes sounds perfect to me!,902,3
mturk_agent_2,"great!, sounds like we made a deal 🙂",902,4
mturk_agent_1,yes we should be able to submit it after this message,902,4
mturk_agent_2,Submit-Deal,902,5
mturk_agent_1,Accept-Deal,902,5
mturk_agent_2,Hi buddy. How's your day going? 🙂,903,0
mturk_agent_1,"hello, it;s going great getting ready got this camping trip and i was needing a little more things. ",903,0
mturk_agent_2,"Oh I see. It's about 100 degrees where I live, great for camping. How's the weather for you? 🙂",903,1
mturk_agent_1,its great i was thinking that i could get all 3 of the waters. I forgot some of my water. What do you think? ,903,1
mturk_agent_2,"My highest priorty is water too. But, we can work something out. 🙂",903,2
mturk_agent_1,If you let me get 2 waters i will give you 1 and i would let you get 2 foods/ How does that sound?,903,2
mturk_agent_2,I have a better deal for you. What is your 2nd highest priority? 🙂,903,3
mturk_agent_1,the next would be firewood,903,3
mturk_agent_2,"Oh ok. You get all 3 waters, 1 firewood and I'll take what's left. 🙂",903,4
mturk_agent_1,okay so i get 3 waters and you get 0. I get 1 firewood and you get 2 and i get 1 food an you get 2 is this correc?,903,4
mturk_agent_2,Submit-Deal,903,5
mturk_agent_1,Accept-Deal,903,5
mturk_agent_2,"Hello, how are you?",904,0
mturk_agent_1,I am good. How are you?,904,0
mturk_agent_2,"I am good also, I am getting ready to go camping and wanted to talk about extra firewood that I need.  I can give you 2 extra water and 1 extra food but I need 3 firewood packages.",904,1
mturk_agent_1,I am sorry.Even i need 3 firewood packages.,904,1
mturk_agent_2,"I see, I just got over the flu and am afraid that I will get cold at night.  Thats why I need the 3 additional firewood packages.🙂",904,2
mturk_agent_1,OK. I agree to the deal,904,2
mturk_agent_2,"Thats great, I can give you extra water and food, would that be good for you?",904,3
mturk_agent_1,Extra water would be fine.,904,3
mturk_agent_2,"Great, I can give you 2 extra water and 1 extra food.  Can we make a deal now?",904,4
mturk_agent_1,yes,904,4
mturk_agent_2,Submit-Deal,904,5
mturk_agent_1,Accept-Deal,904,5
mturk_agent_2,Hello there!,905,0
mturk_agent_1,General Kenobi LOL. Looking forward to your camping trip?,905,0
mturk_agent_2,"Oh my gosh, yes! I love Star Wars (: I am excited for my trip! How about you?",905,1
mturk_agent_1,🙂I sure am! I'm looking to get a fair bit of food for the trip too. What would you say is important to you?,905,1
mturk_agent_2,Water is definitely the most important for me! I drink more than the average.,905,2
mturk_agent_1,Alirghty then! we should be able to come up with a good deal,905,2
mturk_agent_2,"I agree! How about I take all the water, you take all the food, and we split the firewood? 🙂",905,3
mturk_agent_1,Sounds perfect! It seems like the only question is how we split that firewood up.,905,3
mturk_agent_2,"I can do 1 for me, 2 for you since you got my Star Wars opening! ;)",905,4
mturk_agent_1,Ha! You are a BOLD one! I'll take you up on that offer,905,4
mturk_agent_2,Submit-Deal,905,5
mturk_agent_1,Accept-Deal,905,5
mturk_agent_1,"Hi, I'm requesting three packages of firewood and two of the food, you can have all the water.",906,0
mturk_agent_2,"Oh, how kind.  Why do you need so much water?",906,0
mturk_agent_1,"I don't need any of the water, just the firewood and some food.",906,1
mturk_agent_2,Why do you need so much firewood?😮,906,1
mturk_agent_1,I don't have a chainsaw or ax to cut any of my own.☹️,906,2
mturk_agent_2,"Oh, that would make things difficult!",906,2
mturk_agent_1,I also have some family stopping by for a few hours and it would be rude to not have food for them or a fire for warmth.,906,3
mturk_agent_2,I see.  So I get 3 waters and 1 food under your offer?,906,3
mturk_agent_1,That's right.,906,4
mturk_agent_2,OK.  I take that deal.  Thanks!🙂,906,4
mturk_agent_1,Submit-Deal,906,5
mturk_agent_2,Accept-Deal,906,5
mturk_agent_2,"Hello there! :) I was thinking that I could take 3 water and two food packages, and you could have all the rest of the items. Does that sound okay to you?",907,0
mturk_agent_1,I really would like to have some extra water. We will be hiking and I think that we will need some extra water.,907,0
mturk_agent_2,"Would you prefer that I take 2 waters and all three foods, and you can have all the rest? That way, we both have extra water, I can address my dehydration issues from a recent illness, and we both have what we need.",907,1
mturk_agent_1,"If you take two waters, then it is fair that I take 2 of the food and 2 firewood.",907,1
mturk_agent_2,I have really bad eyesight and there are bears and mountain lions in these woods. I would need at least two firewoods or I'll probably get eaten alive. LOL 🙂,907,2
mturk_agent_1,"Well, I am going to be somewhere where it gets cold at night, so I will need it for the warmth. We will have small children with us.",907,2
mturk_agent_2,"Oh, in that case, I can yield on the firewood. How about this? I take two waters, two foods, and you can have ALL of the firewood and one food and one water?",907,3
mturk_agent_1,"How about you take 2 water, 1 food, and 2 firewood?",907,3
mturk_agent_2,"Are you sure you don't want all the firewood? I can always try to find a brighter place to camp, but you have small children, so you'll need the extra wood to keep the war, comfortable, and protected from wild animals. I could take two waters, two foods, and none of the wood, so you'd have ALL the wood for yourself, as previously offered. 🙂",907,4
mturk_agent_1,"Okay, that is fine. I'll take 1 water, 1 food, and 3 firewood.",907,4
mturk_agent_2,Submit-Deal,907,5
mturk_agent_1,Accept-Deal,907,5
mturk_agent_2,Hello i would like to trade you for some firewood please.,908,0
mturk_agent_1,"Ok! I'm super excited to be camping soon with my family! We're planning to camp out on the beach and will have limited access to the freshwater pipes there. But we plan to do a lot of fishing, it will be fun! What do you plan to be doing with the firewood?",908,0
mturk_agent_2,Sounds really fun! I will be cooking food for my family and making lots of smore's and of course singing songs around the campfire. But you can't have a campfire without firewood!,908,1
mturk_agent_1,"That's true, smores over a butane stove doesn't quite make as fun memories as over a campfire.",908,1
mturk_agent_2,haha they don't thats for sure. Nothing quite like the crackling of a fire and the smell of smoke. What kind of fish are you hoping to catch?,908,2
mturk_agent_1,"We're not 100% sure since there's all kinds of fish where we're going. My husband also wants to try crab and lobster catching too. It'll be a great way for my son to get out of the house. He's driving me crazy, with all of us cooped up due to Covid",908,2
mturk_agent_2,"oh wow that does sound great! Ya i bet, i am also going crazy cooped up in the house with my three younger siblings",908,3
mturk_agent_1,"So far, I've packed a lot of water, but with how active my son and husband are, I'm not sure if its enough. They plan to be doing a lot of swimming, fishing, and playing in the sand. The weather forecast is also looking like its going to be really hot. How's your planning coming along? Are you only in need of firewood?",908,3
mturk_agent_2,Don't want them getting dehydrated for sure! Thats a sure fire way to ruin a camping trip. My plan is coming along well thanks for asking! I need a little bit of water and a little bit of food as well. We are planning to go hiking near a mountain so during the days we  will be gone on the trails and will need to bring a bit of food and water with us,908,4
mturk_agent_1,"That's nice! I know we're planning to cook whatever fish we catch (because its always tastier when you've grown/caught it yourself). We're planning to bring a butane stove with us but we were thinking of making a campfire for one of the days so that my son gets the experience. Idk, do you think beach driftwood would cut it?",908,4
mturk_agent_2,"Wouldn't be quite the same for sure, there is nothing quite like an authentic campfire",908,5
mturk_agent_1,Submit-Deal,908,5
mturk_agent_2,Accept-Deal,908,6
mturk_agent_1,hi,909,0
mturk_agent_2,Hello! 🙂 Are you ready to go camping?,909,0
mturk_agent_1,I am. It's really hot here,909,1
mturk_agent_2,Make sure to stay hydrated! It is hot.,909,1
mturk_agent_1,Have you given any thought to what supplies you would need?,909,2
mturk_agent_2,"Yes, I have. I made a list, but I definitely need to trade a few things. How about you? 🙂",909,2
mturk_agent_1,I have. My biggest need is firewood because we are going to have a pretty large group and need to keep the campsite lit as much as possible,909,3
mturk_agent_2,"I can help you with that if you can help me with food! I usually try to find food in the woods, but I'd like to take a break from that this trip.",909,3
mturk_agent_1,That works for me. How does this proposal sound--- I'll take 2 or 3 of the firewood (I don't know if you need any or can get by without it) You can have 2 or 3 of the food (If I only have 2 firewood I'll probably need 1 package of food) and we can split the water however.,909,4
mturk_agent_2,"That's fair to me. I can give you all 3 of the firewood for 3 foods. I can take 2 waters, unless you need 2. 🙂🙂",909,4
mturk_agent_1,Submit-Deal,909,5
mturk_agent_2,Accept-Deal,909,5
mturk_agent_2,Hello! I am a mother of two and I have two kids who need extra food and water,91,0
mturk_agent_1,"Okay, I need food and water too unfortunately. We can discuss this.🙂",91,0
mturk_agent_2,"Alright... my baby is on formula and needs water for her bottles. My son snacks all day and really needs food. Otherwise, he will starve and won't thrive",91,1
mturk_agent_1,"Okay, maybe wwe can split the food and water somehow. I don't know how.🙂",91,1
mturk_agent_2,"Can i have 2 firewood, 2 food and 1 water",91,2
mturk_agent_1,That can work. That seems like a good solution to the problem.🙂,91,2
mturk_agent_2,Ok I hope you are okay with that. Please confirm!,91,3
mturk_agent_1,"Okay, I will confirm that. Thanks! 🙂",91,3
mturk_agent_2,That is great! it was so easy to work with you,91,4
mturk_agent_1,"You too, this was real easy to do! 🙂",91,4
mturk_agent_2,Submit-Deal,91,5
mturk_agent_1,Accept-Deal,91,5
mturk_agent_2,"Hi, I think I have enough firewood already so I am willing to give you all of the firewood if you give me more of the food or water.",910,0
mturk_agent_1,I also think I have enough firewood. I would trade you two fire wood for 1 water,910,0
mturk_agent_2,"That sounds fair.  If I do that, then would you be willing to let me have 2 packages of food? ",910,1
mturk_agent_1,I will give two packages of food  i nstead of 1 water .,910,1
mturk_agent_2,"So how does this sound....I get 2 packages of food, 1 package of water, and 1 package of firewood?  I have five children with me on this trip so I am the most concerned about nobody getting too hungry!  🙂",910,2
mturk_agent_1,No. You give me 3 packages of firewood.and I give you  2 packages of food and 1 water.,910,2
mturk_agent_2,I think that would work.  Do you really think you need all three packages of firewood though?  If you said you already had enough firewood then why take all three? ☹️,910,3
mturk_agent_1,Yes i think it's fair. I need food and water yet I am parting with 2 packages of food and 1 water. Just trying to be fair and help you our since you have extra people with you. You can find firewood in the wild if need be.,910,3
mturk_agent_2,"That is true, I appreciate the tip.  Hopefully it will be dry enough to use in the fire.  ",910,4
mturk_agent_1,Is it final then?,910,4
mturk_agent_2,Yes that sounds good to me!  Enjoy your camping trip.  🙂,910,5
mturk_agent_1,Submit-Deal,910,5
mturk_agent_2,Accept-Deal,910,6
mturk_agent_2,I would like someextra firewood and food as I dont have any blankets to keep warm. ,911,0
mturk_agent_1,"My highest prioroty if firewood as well, i am going to a cold place. I dont think I will need much water though",911,0
mturk_agent_2,"I have plenty of water, and unfortunately it is cold where I am at as well, I also need it for cooking.",911,1
mturk_agent_1,seems we have similar needs - how would you feel about you getting 2 firewood (highest opriority) and 1 water and 1 food,911,1
mturk_agent_2,I will take the 2 firewood and 1 food but would like 2 water. ,911,2
mturk_agent_1,"I think thats pretty reasonable, i should be able to camp comfortably with that setup",911,2
mturk_agent_2,I think we both can be comfortable with it. ,911,3
mturk_agent_1,"So that will leave me 1 firewood, 2 food, 1 water",911,3
mturk_agent_2,"Yes, and we should both have enough to camp.",911,4
mturk_agent_1,GO ahead and enter after this,911,4
mturk_agent_2,Submit-Deal,911,5
mturk_agent_1,Accept-Deal,911,5
mturk_agent_2,"Hello, how are you? Excited for camping?",912,0
mturk_agent_1,Absolutely! The kids are really looking forward to it,912,0
mturk_agent_2,"Yes, as are mine. Speaking of which, they really enjoy campfires and staying up late, would you mind if I were to get 2 extra firewood?",912,1
mturk_agent_1,Well my kids are really looking to telling ghost stories by the campfire. They're going to be disappointed if I am only going to get 1 firewood. What else do you need?,912,1
mturk_agent_2,"Well, a lot of extra water would be great then since it will be hot where I'm going. If you are getting two extra firewood, I would want all the water.",912,2
mturk_agent_1,"Then my kids won't have anything to drink. If you want 2 firewood, that's fine with me but I think it is only fair that I get 2 water and 2 food. What do you think?",912,2
mturk_agent_2,"So I would get 2 firewood, 1 water and 1 food?",912,3
mturk_agent_1,Yes,912,3
mturk_agent_2,Sounds good to me,912,4
mturk_agent_1,"Ok great, I'll send over a proposal shortly",912,4
mturk_agent_2,Submit-Deal,912,5
mturk_agent_1,Accept-Deal,912,5
mturk_agent_1,"Hi, how are you, getting excited for the big trip?",913,0
mturk_agent_2,I am very excited and just about ready to go on the big trip.,913,0
mturk_agent_1,"Very nice, I would definitely like to have a bigger, longer campfire, helps with food and fun. Would you mind if I took extra firewood? I could do without any extra food.",913,1
mturk_agent_2,I was looking for extra firewood as well as I have brought along 2 more people than normally planned.  So I will be cooking more at mealtime and for a longer duration.  I will not need as much water.  Could I interest you in extra water?,913,1
mturk_agent_1,"Hmm, extra water would be good too, would still need some firewood though. I could get by with 1 firewood if I could use 3 extra water, how does that sound?",913,2
mturk_agent_2,The firewood deals sounds good if I am able to get 2 packages.  However not sure if I can pass on all the extra waters.,913,2
mturk_agent_1,"Ok, so how about I get 1 firewood, 2 waters and 2 food. You would get 2 firewood, 1 food and 1 water.",913,3
mturk_agent_2,"The problem is with the extra people I brought I'm going to have to figure out a good deal with the food as well.  I'm thinking me 3 firewood, 0 water, and 2 food.  Leaves you with 0 firewood, 3 waters and 1 food",913,3
mturk_agent_1,"Sorry, I'd rather have more water than food. I have people I need to think about too. I think the best I can do was my previous offer.",913,4
mturk_agent_2,OK so let's settle each item.  Can we say we agree on I get 2 firewood and you get 1?,913,4
mturk_agent_1,"yes, thats fine. Please remember though that my top preference was to have as much firewood as possible and you are getting more now.",913,5
mturk_agent_2,You also said you could get by with 1 firewood if you could get 3 waters.  Does that sound good on those two items?,913,5
mturk_agent_1,"sure, with that, i would be good with only getting 1 extra food, you could have the other 2.",913,6
mturk_agent_2,Are you sure?  That's seems pretty generous of you!,913,6
mturk_agent_1,"Well, that would be 1 firewood, 3 waters and 1 food for me. I'll gladly take 2 food if you don't need it, but I'm fine with 1.",913,7
mturk_agent_2,Anyway you would be willing to give up 1 of the waters?,913,7
mturk_agent_1,"We already agreed on the wood and water, do you want 1 food or two?",913,8
mturk_agent_2,Ok so settled that I get 2 firewood and no water right.,913,8
mturk_agent_1,Submit-Deal,913,9
mturk_agent_2,Reject-Deal,913,9
mturk_agent_2,I don't think we exactly resolved the food issue.  I was telling you I had extra people with me anyway I can get 2 foods?,913,10
mturk_agent_1,"Yes, thats fine, so that leaves me with 1 firewood, 3 water, 1 food. Good?",913,10
mturk_agent_2,That sounds good to me and thanks for being so generous!!! 🙂,913,11
mturk_agent_1,Submit-Deal,913,11
mturk_agent_2,Accept-Deal,913,12
mturk_agent_1,"Hello. I would like 2 of the firewood bundles, 2 of the food and one of the water. You can have the rest. ",914,0
mturk_agent_2,Hello I need 2 fire wood and you can have 2 food and 2 water,914,0
mturk_agent_1,"I can have the other firewood. It gets very cold at night, so I really need some extra firewood. ",914,1
mturk_agent_2,I can give you 3 firewood if you give me 3 food and 2 water,914,1
mturk_agent_1,"I do need some extra food, as we will be hiking a lot. What about I get 3 firewood, you get 2 food and 3 water? ",914,2
mturk_agent_2,i cannot sorry,914,2
mturk_agent_1,Why not? ,914,3
mturk_agent_2,I need 3 food if i give 3 wood,914,3
mturk_agent_1,"Like I said, I need some food or we will have a terrible trip. ",914,4
mturk_agent_2,ok i will give you 2 firewood for 2 food and 2 water ,914,4
mturk_agent_1,"Just to be clear, your offer is I get 2 firewood and 1 food and 1 water and you get one firewood and 2 food and 2 water?",914,5
mturk_agent_2,yes,914,5
mturk_agent_1,"Alright, that is fine. ",914,6
mturk_agent_2,Submit-Deal,914,6
mturk_agent_1,Accept-Deal,914,7
mturk_agent_1,Hi! Would you be able to spare some food?  I have more people coming on my camping trip than I expected.,915,0
mturk_agent_2,"I actually forgot one of my coolers at home, so I am a bit low on food, too. I could spare some water if you could spare some food.",915,0
mturk_agent_1,I could give you 2 packages of water if you could give me 2 packages of food 🙂,915,1
mturk_agent_2,"Hmmm, that is tempting, but I don't really need water. I would have trouble sparing food, but I might be able to spare 1 package for a couple packages of firewood. 🙂",915,1
mturk_agent_1,So you would give me 1 package of food for 2 packages of firewood?,915,2
mturk_agent_2,"I think I could do that. If you give me the 2 packages of firewood, I might need some extra water to put out my fire the next day, though, so could I have 2 packages of water, also?",915,2
mturk_agent_1,So you want 2 packages of everything?  That won't leave me with enough supplies.,915,3
mturk_agent_2,"I think that the food is quite valuable, though, that is why I am willing to give 1 package in exchange for 2 firewoods and 2 waters. Do you have something else in mind? 🙂",915,3
mturk_agent_1,I'm not sure I understand what you are proposing...can you clarify?,915,4
mturk_agent_2,"I mean that I am okay with you having 2 packages of food, if I can have 2 packages of firewood and 2 packages of water.",915,4
mturk_agent_1,Submit-Deal,915,5
mturk_agent_2,Accept-Deal,915,5
mturk_agent_1,I'm very excited to take our cub scout troop camping this weekend!,916,0
mturk_agent_2,It should be a lot of fun I hope the weather is nice,916,0
mturk_agent_1,The forecast looks clear from what I've seen. We are planning to build a big fire and learn to cook over it!,916,1
mturk_agent_2,That is always a lot of fun I do love teaching kids something new about survival ,916,1
mturk_agent_1,"They really enjoy earning badges, and it's great to pass on new skills. Would you find if we take some extra food and firewood for our project?",916,2
mturk_agent_2,I wouldn't mind giving you the extra firewood. I would love to have some extra food as well,916,2
mturk_agent_1,I've got plenty of water. I wouldn't mind giving you a food and some water if I can get the firewood.,916,3
mturk_agent_2,I have no issues with that at all. Beings you will be teaching them about cooking over the fire it would be more beneficial for you to have extra. ,916,3
mturk_agent_1,"That sounds good. So you get 1 food and all water, and I'll keep firewood and 2 food.",916,4
mturk_agent_2,That sounds like a good plan to me ,916,4
mturk_agent_1,Submit-Deal,916,5
mturk_agent_2,Accept-Deal,916,5
mturk_agent_1,Hi. How are you?,917,0
mturk_agent_2,"Hi! I'm good, how about yourself? Ready to go camping?! Where will you be going?",917,0
mturk_agent_1,I am ready. However i have some issues i may need all the water available.,917,1
mturk_agent_2,"I too need water, but am willing to make a sacrifice for some extra firewood and food. I'll gladly give you 2 water, in exchange for me having 2 firewood and 2 food and you can have 1 firewood, and 1 food",917,1
mturk_agent_1,Don't you think it will be unfair? I also need extra firewood. Will you give up one?,917,2
mturk_agent_2,"It will be hard for me to give up that much, how about 1 food instead?",917,2
mturk_agent_1,That will be better. What is your top priority?,917,3
mturk_agent_2,"Well, like I said, water is important, as I'll be hiking a lot, but again, how does this sound? For me: 1 water, 2 firewood, 1 food. For you: 2 water, 1 firewood, 2 food",917,3
mturk_agent_1,I think i will accept that. I could have wished for more but it looks impossible.,917,4
mturk_agent_2,"Great! Here, you submit the deal, and I'll accept it. I think this'll be good for both of us, we have to figure out who gets the extra one, as someone gets 5 and someone gets 4, as there's 9 items",917,4
mturk_agent_1,Submit-Deal,917,5
mturk_agent_2,Accept-Deal,917,5
mturk_agent_2,Hello there. What is your most valuable item you would like?,918,0
mturk_agent_1,I would like the firewood please. ,918,0
mturk_agent_2,How much would you need?? I unfortunately am in need of some as well.,918,1
mturk_agent_1,These will be helpful for my trip. How about I take 2 and you can have 1? I will give you a good deal on another product if you accept. ,918,1
mturk_agent_2,"It has rained a lot in the area I will be going to, so the availability of dry wood to scavenge for will be difficult. Do you know of any techniques to dry out wet wood?",918,2
mturk_agent_1,"Yes, you can place it in the sun during the daytime hours. Should work. ",918,2
mturk_agent_2,That makes sense. What is your need for food?,918,3
mturk_agent_1,I don't need much. How about you take 2 and I have 1?,918,3
mturk_agent_2,"That would be very helpful! Because due to the high amount of rains I believe the poisonous mushrooms will be thick, so to be safe I think having extra food would be wise.",918,4
mturk_agent_1,"Yes, I believe that is good. Now how about your need for water?",918,4
mturk_agent_2,I would be willing to give you 2 and I take 1. There is plenty of rain water to collect and a spring nearby.,918,5
mturk_agent_1,"Sorry, I am going to need a lot of water. It has been really dry here. Can you collect a bit more water and give me 2 so I am not too thirsty while camping?",918,5
mturk_agent_2,"Yes, I am willing to give you 2 and I will take only 1.",918,6
mturk_agent_1,"Oh, that is very kind of you. ",918,6
mturk_agent_2,Submit-Deal,918,7
mturk_agent_1,Accept-Deal,918,7
mturk_agent_2,hello,919,0
mturk_agent_1,Hi there!,919,0
mturk_agent_2,im really looking to get some more packages of water for my trip. I'm not sure if there will be enough water sources around me.,919,1
mturk_agent_1,I am also in need of water. It is so very hot! I'm not sure I can spare any. How many people are you camping with?,919,1
mturk_agent_2,"it will be just me and one other person, we don't need much, but i do want to make sure he is taken care of since he has asthma.",919,2
mturk_agent_1,Understood. What about food? Do you feel like you are set in that area?,919,2
mturk_agent_2,"i have some food and i think it should last , but one can never bee to careful.",919,3
mturk_agent_1,"How about I get 2 waters, 1 firewood, and 2 food?",919,3
mturk_agent_2,i can spare some food but I am really low on water. how about you take 2 food 2 firewood and 1 water and i take 2 water one food and 1 firewood?,919,4
mturk_agent_1,"Hmmm, not sure about the water. It's scorching hot. If we do any hiking we are really going to need it.",919,4
mturk_agent_2,"i agree its really hot as well where we are going , and we are passing through a steep incline and i don't want my friend to die of asthma along the way ",919,5
mturk_agent_1,Submit-Deal,919,5
mturk_agent_2,Reject-Deal,919,6
mturk_agent_2,Submit-Deal,919,6
mturk_agent_1,Accept-Deal,919,7
mturk_agent_1,Hello!,92,0
mturk_agent_2,Hello,92,0
mturk_agent_1,"On my upcoming trip, I would like some extra food and water for my family.",92,1
mturk_agent_2,Ok. I would like to have some extra firewood.,92,1
mturk_agent_1,Do you have a preference between food and water?,92,2
mturk_agent_2,I would like water more than food. ,92,2
mturk_agent_1,How many wood do you think you need?,92,3
mturk_agent_2,I would like 2 of the firewood. What do you think? ,92,3
mturk_agent_1,I don't need wood as I am usually warm so I think we can work out a deal. I like to have more water and I usually get thirsty.,92,4
mturk_agent_2,That sounds good to me. 🙂 I think we can make a good deal.,92,4
mturk_agent_1,I can give you 3 wood packages if I can get 3 water and 2 food. So you will receive 3 wood and 1 food. What do you think?,92,5
mturk_agent_2,"I would like 2 wood, 1 water and 1 food. You would get 1 wood, 2 water and 2 food.",92,5
mturk_agent_1,I don't need any wood. Do you have any alternatives?,92,6
mturk_agent_2,Submit-Deal,92,6
mturk_agent_1,Reject-Deal,92,7
mturk_agent_1,I think my original offer is fair. I want you to have your most desired item (wood) and I get mine (water).,92,7
mturk_agent_2,Ok. 🙂 ,92,8
mturk_agent_1,Submit-Deal,92,8
mturk_agent_2,Accept-Deal,92,9
mturk_agent_2,What would you like to have?,920,0
mturk_agent_1,"Hi there!  You see, I need firewood because I have poor circulation and the doctor says I am at high risk for frostbite.  It needs to be really warm or else I might lose my limbs",920,0
mturk_agent_2,"I understand. However, I need at least 1 extra firewood because I have a very flimsy tent which isn't warm. I'm also pregnant",920,1
mturk_agent_1,"Okay, I can give you 1 firewood.  I also need water because I have high blood pressure and if I don't drink enough fluids I am at high risk for having a stroke",920,1
mturk_agent_2,"okay, however I need a lot of extra water because I have a medical condition that causes me to dehydrate easily",920,2
mturk_agent_1,"I guess we both are sick people stuck on this camping trip, eh? 🙂",920,2
mturk_agent_2,I'm happy to be on the trip. I think with some of these extra things it will be easier. Do you need any extra food?,920,3
mturk_agent_1,"I could use 2 food, it would go a long way in feeding the children in my group.  would you go with 2 wood for me, 1 water for me, and 2 food for me?",920,3
mturk_agent_2,No. If you need 2 wood and 2 food than I think I will need all the water. ,920,4
mturk_agent_1,"how about 2 wood, 1 water, 1 food for me",920,4
